system:index,B1,B2,B3,B4,B5,B6,B7,ampNdvi,baseMsavi,baseNdvi,class,latitude,longitude,maxMndwi,maxMsavi,maxNdvi,poly_id,slope,year_id,.geo
000000000000000008b2_0,0.054200000000000005,0.0692,0.1067,0.1612,0.2697,0.3169,0.2533,0.7582269,2.6997064871414622E-6,0.012264922,1,-16.731975566246003,-68.47170199650762,0.55383736,4.1418970281759115E-5,0.7704918,000000000000000008b2,3.8285859,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.47170199650762,-16.731975566246003]}"
00000000000000000906_0,0.06458571428571429,0.08,0.11166000000000001,0.1452,0.2474,0.24424,0.2036,0.53325295,-4.979163703788814E-6,-0.015048045,1,-15.684180618848993,-70.22826770307493,0.6335297,3.803877510483167E-5,0.5182049,00000000000000000906,7.0705266,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.22826770307493,-15.684180618848993]}"
0000000000000000080a_0,0.054900000000000004,0.07440000000000001,0.12200000000000001,0.1693,0.3221,0.366,0.2606,0.54160064,-1.939725063904163E-6,-0.0068906727,1,-15.608722134982953,-69.14516896501202,0.47071823,4.867896892923884E-5,0.53471,0000000000000000080a,9.417976,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.14516896501202,-15.608722134982953]}"
00000000000000000854_0,0.037233333333333334,0.051825,0.08593,0.10549,0.2602833333333333,0.2329,0.1673,0.75678533,-2.8595301233558246E-6,-0.008778931,1,-14.799968884690148,-70.07950669202474,0.5495375,5.187923733562805E-5,0.7480064,00000000000000000854,13.9275875,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07950669202474,-14.799968884690148]}"
000000000000000007c7_0,0.07233333333333332,0.09165999999999999,0.1389,0.178645,0.2755,0.33456666666666673,0.25115,0.55012274,3.9993653722092404E-8,1.2602395E-4,1,-16.84597177580077,-68.91205614878301,0.5429997,4.077796754320406E-5,0.55024874,000000000000000007c7,2.9438052,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.91205614878301,-16.84597177580077]}"
00000000000000000799_0,0.0611,0.0775,0.11710000000000001,0.1427,0.2737,0.2844,0.19990000000000002,0.5652494,-3.3394336339531705E-6,-0.00994462,1,-17.143224303315918,-70.37217781159087,0.32911515,3.381930668078237E-5,0.55530477,00000000000000000799,16.089777,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.37217781159087,-17.143224303315918]}"
0000000000000000076c_0,0.0371,0.0567,0.0913,0.12000000000000001,0.19210000000000002,0.25680000000000003,0.19310000000000002,0.4977723,1.1598453228955918E-6,0.004330297,1,-16.390525926752172,-69.54482943491679,0.29127562,3.213944654095746E-5,0.5021026,0000000000000000076c,9.441822,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.54482943491679,-16.390525926752172]}"
0000000000000000060c_0,0.049,0.06280000000000001,0.0907,0.1173,0.1991,0.19260000000000002,0.14600000000000002,0.7737549,-1.3197322003000167E-6,-0.0032631266,1,-15.800332785085647,-69.97979369548747,0.466953,2.473941959885151E-5,0.7704918,0000000000000000060c,0.96381974,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.97979369548747,-15.800332785085647]}"
000000000000000008cd_0,0.062450000000000006,0.07775,0.10785,0.1352,0.1991,0.2893,0.2446,0.5880768,-3.459446075493311E-6,-0.010922407,1,-16.71984830991039,-69.83399712487487,0.4135391,2.2498677497928554E-5,0.57715434,000000000000000008cd,2.0916333,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.83399712487487,-16.71984830991039]}"
000000000000000008d0_0,0.06423,0.07658571428571428,0.1184,0.161,0.28225,0.2906,0.24125000000000002,0.55839324,5.919179951963116E-6,0.020918729,1,-14.865186574317224,-70.20131824455135,0.46153846,5.0418851400613196E-5,0.57931197,000000000000000008d0,4.2553144,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.20131824455135,-14.865186574317224]}"
0000000000000000091e_0,0.0527,0.07435,0.12035000000000001,0.16210000000000002,0.3669,0.3295,0.21925,0.7371503,1.2998190649371466E-6,0.004647837,1,-14.986728632258597,-70.03072817209704,0.43409014,8.365878182625686E-5,0.74179816,0000000000000000091e,9.513102,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.03072817209704,-14.986728632258597]}"
000000000000000007c3_0,0.0682,0.0884,0.13520000000000001,0.1573,0.2417,0.2665,0.2232,0.5002772,2.1397447279580817E-6,0.008889258,1,-15.047364913936663,-69.30390127571594,0.59152836,4.355907128017478E-5,0.5091665,000000000000000007c3,2.940978,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.30390127571594,-15.047364913936663]}"
00000000000000000720_0,0.037700000000000004,0.0504,0.0772,0.09630000000000001,0.2316,0.26,0.17120000000000002,0.66232866,-4.119269574109907E-6,-0.011753965,1,-15.651571774035455,-69.2330241997989,0.61851543,4.2839497042757024E-5,0.6505747,00000000000000000720,5.6295033,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.2330241997989,-15.651571774035455]}"
000000000000000007ac_0,0.04297142857142857,0.05846363636363636,0.0879111111111111,0.11282999999999999,0.22915000000000002,0.21680000000000002,0.16915000000000002,0.53954494,-3.0993343890228786E-6,-0.009028484,1,-15.122014914046996,-70.14095145745851,0.659699,3.7419161031004844E-5,0.53051645,000000000000000007ac,10.483154,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.14095145745851,-15.122014914046996]}"
0000000000000000091d_0,0.04285,0.0606,0.1008,0.14300000000000002,0.2621,0.31595,0.2237,0.59252876,-1.41978816792232E-6,-0.004781467,1,-16.468409861885334,-68.68810614845201,0.58132917,5.52589290228056E-5,0.5877473,0000000000000000091d,9.297656,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.68810614845201,-16.468409861885334]}"
000000000000000008ff_0,0.0745,0.0947,0.1384,0.1718,0.2954,0.29350000000000004,0.21230000000000002,0.58420664,-7.7385437721178E-6,-0.020997234,1,-17.030306072102096,-69.27695181719236,0.60091585,3.341924737343405E-5,0.5632094,000000000000000008ff,1.3418391,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.27695181719236,-17.030306072102096]}"
0000000000000000083e_0,0.058420000000000014,0.07451764705882354,0.11306923076923076,0.1529166666666667,0.25122000000000005,0.3729833333333334,0.3066,0.5160426,-6.0589897301621676E-6,-0.018508337,1,-18.96312123741366,-66.34970163236048,0.6491713,3.631933387920894E-5,0.49753425,0000000000000000083e,15.576688,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.34970163236048,-18.96312123741366]}"
00000000000000000745_0,0.0489,0.07350000000000001,0.12440000000000001,0.1681,0.3311,0.3181,0.2056,0.8351397,-4.499111519451482E-6,-0.011524868,1,-16.536322497364772,-68.75278484890862,0.5333922,7.937932522217306E-5,0.82361484,00000000000000000745,2.091206,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.75278484890862,-16.536322497364772]}"
000000000000000008b5_0,0.0516,0.07060000000000001,0.1125,0.1582,0.279,0.2889,0.21530000000000002,0.8317067,-1.3397310359986037E-6,-0.0033484933,1,-16.573243255542085,-69.18505416362693,0.5528269,6.653901781877858E-5,0.82835823,000000000000000008b5,2.0912917,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.18505416362693,-16.573243255542085]}"
00000000000000000648_0,0.0538,0.07930000000000001,0.1237,0.16160000000000002,0.2686,0.3412,0.25070000000000003,0.5511315,5.999225739516945E-7,0.0023191094,1,-16.644120331459114,-68.2612267254384,0.5710832,4.907902818757082E-5,0.5534506,00000000000000000648,4.1773543,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.2612267254384,-16.644120331459114]}"
00000000000000000802_0,0.06060000000000001,0.07315,0.10659999999999999,0.146425,0.223925,0.27003333333333335,0.224,0.76255363,-6.258977664930221E-6,-0.019536858,1,-17.5075809825548,-67.65540289782821,0.64952844,5.843848635472826E-5,0.7430168,00000000000000000802,1.9443362,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.65540289782821,-17.5075809825548]}"
00000000000000000948_0,0.055,0.0742,0.11800000000000001,0.1678,0.2977,0.2922,0.23240000000000002,0.7095998,1.8597114466167852E-6,0.0059581012,1,-16.50586960923312,-68.54635199661794,0.5547886,5.4639406583623096E-5,0.7155579,00000000000000000948,2.9432411,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.54635199661794,-16.50586960923312]}"
000000000000000007df_0,0.0643,0.09065000000000001,0.1401,0.19145,0.3195,0.3685,0.2476,0.7991495,-7.1185549436192375E-6,-0.01784998,1,-16.651935674430952,-69.23787510233315,0.72444516,6.273943907419977E-5,0.78129953,000000000000000007df,1.3404406,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.23787510233315,-16.651935674430952]}"
00000000000000000809_0,0.05505,0.0717,0.10905000000000001,0.13525,0.2202,0.22965000000000002,0.17105,0.8234194,-4.99904038497867E-7,-0.001304053,1,-17.302495603190312,-68.85788773715059,0.5240109,2.7159264507137237E-5,0.82211536,00000000000000000809,1.3428687,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.85788773715059,-17.302495603190312]}"
